,name,genre,type,rating,members
284,Princess Tutu,"Comedy, Fantasy, Magic, Romance",TV,8.23,73218
285,Sakasama no Patema,"Sci-Fi, Seinen",Movie,8.23,89749
286,Tsubasa: Shunraiki,"Action, Adventure, Drama, Fantasy, Magic, Mystery, Romance, Shounen, Supernatural",OVA,8.23,40420
287,Ashita no Joe,"Drama, Sports",TV,8.22,15442
288,Fairy Tail,"Action, Adventure, Comedy, Fantasy, Magic, Shounen",TV,8.22,584590
289,Ghost in the Shell: Stand Alone Complex - Solid State Society,"Mecha, Military, Mystery, Police, Sci-Fi, Seinen",Special,8.22,55247
290,Magi: Sinbad no Bouken (TV),"Action, Adventure, Fantasy, Magic, Shounen",TV,8.22,73480
291,Shoujo Kakumei Utena,"Drama, Fantasy, Psychological, Shoujo",TV,8.22,77464
292,Tengen Toppa Gurren Lagann Movie: Gurren-hen,"Action, Comedy, Mecha",Movie,8.22,72933
293,Detective Conan Movie 10: Requiem of the Detectives,"Adventure, Comedy, Mystery, Police, Shounen",Movie,8.21,21789
294,Evangelion: 1.0 You Are (Not) Alone,"Action, Mecha, Sci-Fi",Movie,8.21,194561
295,Full Metal Panic? Fumoffu,"Action, Comedy, School",TV,8.21,171086
296,Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,"Action, Drama, Military, Sci-Fi, Space",Movie,8.21,11808
297,Kara no Kyoukai 3: Tsuukaku Zanryuu,"Action, Drama, Mystery, Supernatural, Thriller",Movie,8.21,108720
298,Mobile Suit Gundam 00 Second Season,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,8.21,86972
299,Nisemonogatari,"Comedy, Mystery, Supernatural",TV,8.21,260062
300,Tsukimonogatari,"Comedy, Mystery, Supernatural",TV,8.21,111009
301,Ansatsu Kyoushitsu (TV),"Action, Comedy, School, Shounen",TV,8.2,312654
302,Aria The Avvenire,"Fantasy, Sci-Fi, Shounen, Slice of Life",Special,8.2,9500
303,Baby Steps 2nd Season,"Romance, School, Shounen, Sports",TV,8.2,36251
304,D.Gray-man,"Action, Adventure, Comedy, Shounen",TV,8.2,334399
305,"Ginga Eiyuu Densetsu Gaiden: Senoku no Hoshi, Senoku no Hikari","Action, Military, Sci-Fi, Space",OVA,8.2,8621
306,Gintama: Jump Festa 2014 Special,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Special,8.2,13764
307,Lupin III: Cagliostro no Shiro,"Adventure, Comedy, Shounen",Movie,8.2,32732
308,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,"Action, Drama, Mecha, Sci-Fi, Space",TV,8.2,21210
309,Ookiku Furikabutte: Natsu no Taikai-hen,"Comedy, Sports",TV,8.2,22190
310,Saiunkoku Monogatari 2nd Season,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",TV,8.2,23160
311,Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,"Comedy, Drama, Romance, Shounen Ai",Movie,8.2,23045
312,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,"Drama, Slice of Life, Supernatural",Movie,8.19,95241
313,Dennou Coil,"Adventure, Comedy, Drama, Mystery, Sci-Fi",TV,8.19,76860
314,Eureka Seven,"Adventure, Drama, Mecha, Romance, Sci-Fi",TV,8.19,239570
315,Ghost in the Shell: Stand Alone Complex - The Laughing Man,"Action, Mecha, Mystery, Police, Psychological, Sci-Fi, Seinen",Special,8.19,21435
316,Gintama: Dai Hanseikai,"Action, Comedy, Parody, Samurai",Special,8.19,14728
317,Hidamari Sketch: Sae Hiro Sotsugyou-hen,"Comedy, School, Slice of Life",OVA,8.19,5959
318,Hikaru no Go,"Comedy, Game, Shounen, Supernatural",TV,8.19,69000
319,Kimi ni Todoke,"Romance, School, Shoujo, Slice of Life",TV,8.19,309339
320,Kokoro Connect: Michi Random,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",Special,8.19,106989
321,Tokyo Magnitude 8.0,Drama,TV,8.19,121349
322,Cardcaptor Sakura,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, School, Shoujo",TV,8.18,181249
323,ef: A Tale of Melodies.,"Drama, Mystery, Romance, Supernatural",TV,8.18,103657
324,Gin no Saji,"Comedy, School, Shounen, Slice of Life",TV,8.18,116261
325,Hachimitsu to Clover,"Comedy, Drama, Josei, Romance",TV,8.18,130646
326,Kodomo no Omocha (TV),"Comedy, Drama, Romance, Shoujo",TV,8.18,27893
327,Love Live! The School Idol Movie,"Music, School, Slice of Life",Movie,8.18,38118
328,Mahoutsukai no Yome: Hoshi Matsu Hito,"Fantasy, Magic",OVA,8.18,43372
329,Sekaiichi Hatsukoi OVA,"Comedy, Drama, Romance, Shounen Ai",OVA,8.18,35225
330,Working!!!,"Comedy, Romance, Slice of Life",TV,8.18,80763
331,Black Lagoon,"Action, Seinen",TV,8.17,332562
332,Detective Conan Movie 18: The Sniper from Another Dimension,"Action, Mystery, Police, Shounen",Movie,8.17,12151
333,Final Fantasy VII: Advent Children Complete,"Action, Fantasy, Super Power",OVA,8.17,77111
334,Higurashi no Naku Koro ni,"Horror, Mystery, Psychological, Supernatural, Thriller",TV,8.17,359494
335,Hyouka,"Mystery, School, Slice of Life",TV,8.17,372246
336,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,"Adventure, Drama, Music, Sci-Fi",Music,8.17,31464
337,Kanon (2006),"Drama, Romance, Slice of Life, Supernatural",TV,8.17,163171
338,Kimi ni Todoke 2nd Season,"Romance, School, Shoujo, Slice of Life",TV,8.17,171866
339,Noragami,"Action, Adventure, Shounen, Supernatural",TV,8.17,515378
340,Persona 3 the Movie 4: Winter of Rebirth,"Action, Fantasy, Seinen, Supernatural",Movie,8.17,13359
341,xxxHOLiC Shunmuki,"Comedy, Drama, Mystery, Psychological, Supernatural",OVA,8.17,40401
342,Zetsuen no Tempest,"Action, Drama, Fantasy, Magic, Mystery, Psychological, Shounen",TV,8.17,259900
343,Aria The Origination: Sono Choppiri Himitsu no Basho ni...,"Comedy, Shounen, Slice of Life",Special,8.16,11961
344,Detective Conan Movie 03: The Last Wizard of the Century,"Adventure, Comedy, Mystery, Police, Shounen",Movie,8.16,26799
345,Detective Conan Movie 04: Captured in Her Eyes,"Adventure, Comedy, Mystery, Police, Shounen",Movie,8.16,25461
346,Dragon Ball,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,8.16,316102
347,Hanada Shounen-shi,"Comedy, Drama, Slice of Life, Supernatural",TV,8.16,6321
348,Junjou Romantica 3,"Comedy, Drama, Romance, Shounen Ai",TV,8.16,39866
349,Juuni Kokuki,"Action, Adventure, Fantasy, Magic, Supernatural",TV,8.16,66646
350,Major Movie: Yuujou no Winning Shot,"Action, Shounen, Sports",Movie,8.16,9943
351,Mirai Shounen Conan,"Adventure, Drama, Sci-Fi",TV,8.16,15557
352,One Piece Film: Strong World Episode 0,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",OVA,8.16,33862
353,Phantom: Requiem for the Phantom,"Action, Drama, Seinen, Thriller",TV,8.16,159105
354,Tamako Love Story,"Comedy, Romance, Slice of Life",Movie,8.16,72708
355,Toaru Kagaku no Railgun S,"Action, Sci-Fi, Super Power",TV,8.16,137105
356,Touch,"Drama, Romance, School, Shounen, Slice of Life, Sports",TV,8.16,12833
357,Yowamushi Pedal,"Comedy, Drama, Shounen, Sports",TV,8.16,91138
358,Akira,"Action, Adventure, Horror, Military, Sci-Fi, Supernatural",Movie,8.15,215897
359,Black Lagoon: Roberta&#039;s Blood Trail,"Action, Seinen",OVA,8.15,108099
360,Durarara!!x2 Shou,"Action, Mystery, Supernatural",TV,8.15,189407
361,Gintama: Jump Festa 2015 Special,"Action, Comedy, Historical, Parody, Samurai, Shounen",Special,8.15,7923
362,High☆Speed!: Free! Starting Days,"School, Slice of Life, Sports",Movie,8.15,24310
363,Kyou kara Ore wa!!,"Comedy, Shounen",OVA,8.15,7954
364,Nurarihyon no Mago: Sennen Makyou,"Action, Demons, Shounen, Supernatural",TV,8.15,75612
365,Paprika,"Fantasy, Horror, Mystery, Psychological, Sci-Fi, Thriller",Movie,8.15,163308
366,Prince of Tennis: The National Tournament Finals,"Comedy, School, Shounen, Sports",OVA,8.15,21020
367,School Rumble Ni Gakki,"Comedy, Romance, School, Shounen",TV,8.15,93095
368,Sekaiichi Hatsukoi,"Comedy, Drama, Romance, Shounen Ai",TV,8.15,94820
369,Akagami no Shirayuki-hime 2nd Season,"Drama, Fantasy, Romance, Shoujo",TV,8.14,80862
370,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen","Drama, Romance, School, Slice of Life",Special,8.14,160423
371,Ginga Nagareboshi Gin,"Action, Adventure, Drama, Shounen",TV,8.14,10575
372,Initial D Fifth Stage,"Action, Cars, Drama, Seinen, Sports",TV,8.14,26711
373,K-On!!,"Comedy, Music, School, Slice of Life",TV,8.14,246276
374,Log Horizon,"Action, Adventure, Fantasy, Game, Magic, Shounen",TV,8.14,387100
375,Sekaiichi Hatsukoi: Valentine-hen,"Comedy, Romance, Shounen Ai",Movie,8.14,13454
376,Slayers Next,"Adventure, Comedy, Demons, Fantasy, Magic",TV,8.14,39832
377,Aria The OVA: Arietta,"Fantasy, Sci-Fi, Shounen, Slice of Life",OVA,8.13,20629
378,Detective Conan Movie 15: Quarter of Silence,"Adventure, Comedy, Mystery, Police, Shounen",Movie,8.13,17165
379,Digimon Adventure tri. 3: Kokuhaku,"Action, Adventure, Comedy, Drama",Movie,8.13,20989
380,Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,"Action, Comedy, Historical, Mecha, Parody, Samurai, Sci-Fi, Shounen",Special,8.13,29331
381,Igano Kabamaru,"Adventure, Comedy, Romance, Shounen",TV,8.13,5063
382,Kamisama Hajimemashita,"Comedy, Demons, Fantasy, Romance, Shoujo, Supernatural",TV,8.13,189641
383,Kara no Kyoukai: Mirai Fukuin,"Drama, Mystery, Seinen, Supernatural",Movie,8.13,41168
384,Mobile Suit Gundam: The 08th MS Team,"Adventure, Drama, Mecha, Military, Romance, Sci-Fi",OVA,8.13,34177
385,Omae Umasou da na,"Action, Adventure, Fantasy, Kids",Movie,8.13,6645
386,Ushio to Tora (TV) 2nd Season,"Comedy, Demons, Shounen, Supernatural",TV,8.13,43916
387,Wolf&#039;s Rain OVA,"Adventure, Drama, Psychological, Sci-Fi, Supernatural",OVA,8.13,37679
388,Ajin 2nd Season,"Action, Horror, Mystery, Seinen, Supernatural",TV,8.12,51382
389,Aoki Hagane no Arpeggio: Ars Nova Cadenza,"Action, Sci-Fi, Seinen",Movie,8.12,12353
390,City Hunter 2,"Action, Comedy, Mystery, Shounen",TV,8.12,8199
391,Durarara!!x2 Ten,"Action, Mystery, Supernatural",TV,8.12,132506
392,ef: A Tale of Memories.,"Drama, Mystery, Romance",TV,8.12,151106
393,Ghost in the Shell 2.0,"Action, Mecha, Police, Psychological, Sci-Fi, Seinen",Movie,8.12,51789
394,Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven,"Action, Mecha, Sci-Fi",Special,8.12,16614
395,Ginga Sengoku Gunyuuden Rai,"Adventure, Romance, Sci-Fi, Shounen, Space",TV,8.12,5308
396,Initial D Second Stage,"Action, Cars, Drama, Seinen, Sports",TV,8.12,45825
397,Kami nomi zo Shiru Sekai II,"Comedy, Harem, Romance, Shounen, Supernatural",TV,8.12,194300
398,Noragami Aragoto OVA,"Action, Adventure, Shounen",OVA,8.12,58075
399,Stand By Me Doraemon,"Comedy, Kids, Sci-Fi, Shounen",Movie,8.12,5712
400,Tiger &amp; Bunny,"Action, Comedy, Mystery, Super Power",TV,8.12,104075
401,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,"Comedy, Drama, Romance, School",TV,8.12,353876
402,Fullmetal Alchemist: Brotherhood Specials,"Adventure, Drama, Fantasy, Magic, Military, Shounen",Special,8.11,67962
403,Hanamonogatari,"Comedy, Mystery, Supernatural",TV,8.11,124886
404,Kimi to Boku. 2,"Comedy, Drama, Romance, School, Shounen, Slice of Life",TV,8.11,44564
405,Ookiku Furikabutte,"Comedy, Sports",TV,8.11,49599
406,Ore Monogatari!!,"Comedy, Romance, Shoujo",TV,8.11,200833
407,Tamayura: Sotsugyou Shashin Part 4 - Ashita,"Comedy, Drama, Slice of Life",Movie,8.1,3187
408,Tekkon Kinkreet,"Action, Adventure, Psychological, Supernatural",Movie,8.11,46018
409,There She Is!!,"Comedy, Romance",ONA,8.11,13935
410,xxxHOLiC,"Comedy, Drama, Mystery, Psychological, Supernatural",TV,8.11,150872
411,Byousoku 5 Centimeter,"Drama, Romance, Slice of Life",Movie,8.1,324035
412,Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,"Action, Horror, Mystery, Psychological",Special,8.1,29969
413,Ginga Eiyuu Densetsu Gaiden: Rasen Meikyuu,"Drama, Military, Sci-Fi, Space",OVA,8.1,7712
414,Hyouge Mono,"Historical, Samurai, Seinen",TV,8.1,10649
415,Karigurashi no Arrietty,Fantasy,Movie,8.1,97910
416,Mahou Shoujo Lyrical Nanoha A&#039;s,"Action, Comedy, Drama, Magic, Super Power",TV,8.1,41685
417,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,"Drama, Historical, Romance, Samurai, Shounen",OVA,8.1,49454
418,Tanaka-kun wa Itsumo Kedaruge,"Comedy, School, Slice of Life",TV,8.1,101335
419,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural",Movie,8.09,66721
420,Darker than Black: Kuro no Keiyakusha Gaiden,"Action, Mystery, Sci-Fi, Super Power",Special,8.09,136135
421,Elsword: El Lady,"Action, Fantasy",ONA,8.11,3846
422,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,"Action, Historical, Military, Sci-Fi, Space",Movie,8.09,15069
423,Hikaru no Go: Journey to the North Star Cup,"Game, Shounen",Special,8.09,13901
424,Hybrid Child,"Drama, Historical, Romance, Sci-Fi, Shounen Ai",OVA,8.09,26036
425,Isekai no Seikishi Monogatari,"Action, Comedy, Ecchi, Fantasy, Harem, Mecha, School",OVA,8.09,72021
426,Junjou Romantica OVA,"Comedy, Drama, Romance, Shounen Ai",OVA,8.09,23192
427,Kobato.,"Comedy, Drama, Fantasy",TV,8.09,88986
428,Kuuchuu Buranko,"Comedy, Drama, Psychological, Seinen",TV,8.09,41521
429,Macross: Do You Remember Love?,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",Movie,8.09,19240
430,One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,"Adventure, Comedy, Fantasy, Shounen",Special,8.09,30516
431,Prince of Tennis: The National Tournament,"Action, Comedy, Shounen, Sports",OVA,8.09,25170
432,Prince of Tennis: The National Tournament Semifinals,"Action, Comedy, Sports",OVA,8.09,21186
433,Eyeshield 21,"Action, Comedy, Shounen, Sports",TV,8.08,83648
434,Full Moon wo Sagashite,"Comedy, Drama, Music, Romance, Shoujo, Supernatural",TV,8.08,59374
435,Grisaia no Rakuen,"Drama, Harem, Psychological, Romance",TV,8.08,111962
436,Jigoku Shoujo Futakomori,"Horror, Mystery, Psychological, Supernatural",TV,8.08,79816
437,Junjou Romantica,"Comedy, Drama, Romance, Shounen Ai",TV,8.08,117910
438,Mawaru Penguindrum,"Comedy, Drama, Mystery, Psychological",TV,8.08,156689
439,SKET Dance OVA,"Comedy, School, Shounen",OVA,8.08,11342
440,Soul Eater,"Action, Adventure, Comedy, Fantasy, Shounen, Supernatural",TV,8.08,580184
441,Trigun: Badlands Rumble,"Action, Comedy, Sci-Fi",Movie,8.08,68181
442,Haibane Renmei,"Drama, Fantasy, Mystery, Psychological, Slice of Life",TV,8.07,120731
443,Kuroko no Basket: Tip Off,"Comedy, School, Shounen, Sports",Special,8.07,41760
444,Macross,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",TV,8.07,44157
445,Mirai Nikki (TV),"Action, Mystery, Psychological, Shounen, Supernatural, Thriller",TV,8.07,657190
446,Saiyuuki Reload: Burial,"Action, Adventure, Drama, Fantasy, Shoujo",OVA,8.07,6554
447,Tentai Senshi Sunred 2nd Season,"Comedy, Parody, Seinen, Super Power",TV,8.07,4584
448,Terra e... (TV),"Action, Drama, Military, Sci-Fi, Space",TV,8.07,36941
449,Tokyo Ghoul,"Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural",TV,8.07,618056
450,Usagi Drop Specials,"Josei, Slice of Life",Special,8.07,36351
451,Yume-iro Pâtissière,"Kids, School, Shoujo",TV,8.07,36921
452,Azumanga Daioh,"Comedy, School, Slice of Life",TV,8.06,170901
453,Colorful (Movie),"Drama, Slice of Life, Supernatural",Movie,8.06,63263
454,Detective Conan OVA 09: The Stranger in 10 Years...,"Adventure, Comedy, Mystery, Police, Shounen",OVA,8.06,9649
455,Drifters: Special Edition,"Action, Adventure, Comedy, Fantasy, Historical, Samurai, Seinen",OVA,8.06,9807
456,FLCL,"Action, Comedy, Dementia, Mecha, Parody, Sci-Fi",OVA,8.06,305165
457,Full Metal Panic! The Second Raid,"Action, Mecha, Military",TV,8.06,155340
458,Kuroshitsuji,"Action, Comedy, Demons, Fantasy, Historical, Shounen, Supernatural",TV,8.06,424919
459,Love Live! School Idol Project 2nd Season,"Music, School, Slice of Life",TV,8.06,91864
460,Macross F Movie 2: Sayonara no Tsubasa,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",Movie,8.06,17826
461,Magi: Sinbad no Bouken,"Action, Adventure, Fantasy, Magic, Shounen",OVA,8.06,52351
462,Nekomonogatari: Kuro,"Comedy, Romance, Supernatural",TV,8.06,173264
463,Saiunkoku Monogatari,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",TV,8.06,50951
464,School Rumble,"Comedy, Romance, School, Shounen",TV,8.06,178553
465,Strike the Blood II,"Action, Ecchi, Fantasy, School, Shounen, Supernatural, Vampire",OVA,8.05,28220
466,Suzumiya Haruhi no Yuuutsu,"Comedy, Mystery, Parody, School, Sci-Fi, Slice of Life",TV,8.06,428569
467,Flanders no Inu (Movie),"Drama, Historical",Movie,8.05,8505
468,Golden Boy,"Adventure, Comedy, Ecchi",OVA,8.05,113040
469,Grisaia no Meikyuu: Caprice no Mayu 0,Drama,Special,8.05,70039
470,Kaleido Star,"Comedy, Drama, Fantasy, Shoujo",TV,8.05,42253
471,Kara no Kyoukai 4: Garan no Dou,"Action, Mystery, Supernatural, Thriller",Movie,8.05,103600
472,Lupin III vs. Detective Conan: The Movie,"Action, Comedy, Mystery, Shounen",Movie,8.05,10021
473,Non Non Biyori,"Comedy, School, Seinen, Slice of Life",TV,8.05,133475
474,Seitokai Yakuindomo* OVA,"Comedy, School, Shounen, Slice of Life",OVA,8.05,26361
475,Yakitate!! Japan,"Comedy, Shounen",TV,8.05,50876
476,Beelzebub,"Action, Comedy, Demons, School, Shounen, Supernatural",TV,8.04,217752
477,Death Billiards,"Drama, Game, Mystery, Psychological, Thriller",Movie,8.04,95690
478,Durarara!! Specials,"Action, Comedy, Supernatural",Special,8.04,103105
479,Jormungand: Perfect Order,"Action, Adventure, Seinen",TV,8.04,81951
480,Mahou Shoujo Lyrical Nanoha: The Movie 1st,"Action, Comedy, Drama, Magic, Super Power",Movie,8.04,20433
481,Overlord,"Action, Adventure, Fantasy, Game, Magic, Supernatural",TV,8.04,244268
482,Prince of Tennis,"Action, Comedy, School, Shounen, Sports",TV,8.04,87643
483,Takarajima,"Adventure, Drama, Historical, Mystery",TV,8.04,5306
484,xxxHOLiC Movie: Manatsu no Yoru no Yume,"Comedy, Drama, Mystery, Psychological, Supernatural",Movie,8.04,41547
485,Yuru Yuri San☆Hai!,"Comedy, School, Shoujo Ai, Slice of Life",TV,8.04,44335
486,Boruto: Naruto the Movie,"Action, Comedy, Martial Arts, Shounen, Super Power",Movie,8.03,74690
487,Coquelicot-zaka kara,"Historical, Romance, School, Shoujo",Movie,8.03,50689
488,Eikoku Koi Monogatari Emma: Molders-hen,"Drama, Historical, Romance, Seinen, Slice of Life",TV,8.03,11903
489,Ergo Proxy,"Mystery, Psychological, Sci-Fi",TV,8.03,265005
490,Hanasaku Iroha,"Comedy, Drama, Seinen, Slice of Life",TV,8.03,150393
491,Hataraku Maou-sama!,"Comedy, Demons, Fantasy, Romance, Shounen",TV,8.03,409037
492,Hibike! Euphonium,"Drama, Music, School",TV,8.03,134694
493,Higashi no Eden,"Action, Comedy, Drama, Mystery, Romance, Sci-Fi, Thriller",TV,8.03,276593
494,Ie Naki Ko Remi,"Adventure, Drama, Historical, Slice of Life",TV,8.03,6528
495,Kono Subarashii Sekai ni Shukufuku wo!,"Adventure, Comedy, Fantasy, Supernatural",TV,8.03,244877
496,Kurenai no Buta,"Action, Adventure, Comedy, Drama, Historical, Military, Romance",Movie,8.03,74028
497,Mobile Suit Zeta Gundam,"Drama, Mecha, Military, Sci-Fi, Space",TV,8.03,28959
498,Prison School,"Comedy, Ecchi, Romance, School, Seinen",TV,8.03,227734
499,Saint Seiya,"Adventure, Fantasy, Sci-Fi, Shounen",TV,8.03,70559
500,Sayonara Zetsubou Sensei,"Comedy, Parody, School",TV,8.03,174531
501,Seto no Hanayome OVA,"Comedy, Parody, Romance, School",OVA,8.03,31973
502,Zoku Sayonara Zetsubou Sensei,"Comedy, Parody, School",TV,8.03,74040
503,Akachan to Boku,"Comedy, Drama, Shoujo",TV,8.02,8353
504,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen","Drama, Romance, School",Special,8.02,138364
505,Hakuouki Movie 2: Shikon Soukyuu,"Action, Drama, Historical, Josei, Samurai, Supernatural",Movie,8.03,9492
506,Kara no Kyoukai 2: Satsujin Kousatsu (Zen),"Action, Mystery, Romance, Supernatural, Thriller",Movie,8.02,114415
507,Macross F,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",TV,8.02,95551
508,Magic Kaito,"Adventure, Comedy, Romance, Shounen",Special,8.02,27274
509,Sakigake!! Cromartie Koukou,"Comedy, School, Shounen",TV,8.02,67254
510,Shijou Saikyou no Deshi Kenichi OVA,"Action, Comedy, Martial Arts, School, Shounen",OVA,8.02,24167
511,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,"Game, Psychological, Seinen, Thriller",TV,8.02,48127
512,Carnival Phantasm,"Comedy, Parody, Supernatural",OVA,8.01,71976
513,D.Gray-man Hallow,"Action, Demons, Shounen, Super Power",TV,8.01,72499
514,Date A Live: Encore OVA,"Romance, Slice of Life",OVA,8.01,48432
515,Dragon Ball Kai (2014),"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,8.01,42666
516,Gochuumon wa Usagi Desu ka??,"Comedy, Slice of Life",TV,8.01,38102
517,Hidamari Sketch x ☆☆☆,"Comedy, School, Slice of Life",TV,8.01,15748
518,Kokoro Connect,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",TV,8.01,283847
519,Saiyuuki Gaiden,"Action, Adventure, Drama, Fantasy, Shoujo",OVA,8.01,5843
520,Shirokuma Cafe,"Comedy, Josei, Slice of Life",TV,8.01,44668
521,Tiger &amp; Bunny Movie 2: The Rising,"Action, Comedy, Mystery, Super Power",Movie,8.01,13567
522,Zan Sayonara Zetsubou Sensei,"Comedy, Parody, School",TV,8.01,55402
